Step,dqn_gnn_noas_ts_100k,dqn_gnn_noas_bounds_ts_100k,dqn_mlp_as_ts_100k,dqn_mlp_noas_nobounds_no_feat_extr_ts_100k,dqn_mlp_noas_nobounds_ts_100k,dqn_mlp_noas_ts_100k,Step_for_mn,dqn_mlp_as_ts_1mn,Steps,dqn_gnn_fe_plus_net_arch,dqn_gnn_single_policy,dqn_gnn_fe_load_profile_1,dqn_gnn_sp_load_1
12480,-39.6245307922363,-38.3178672790527,-16.9048633575439,-19.4987812042236,-24.5395069122314,-11.9047651290894,69504,-22.1318492889404,38208,-9.13828086853027,-7.93194007873535,-10.9380874633789,-7.76632165908814
12576,-39.703254699707,-38.3036041259766,-15.9712543487549,-18.6581859588623,-23.5176105499268,-11.3137197494507,69696,-22.1162528991699,38688,-9.35969734191895,-8.04877758026123,-10.9975137710571,-7.87454175949097
12672,-39.6304054260254,-38.6890830993652,-15.5378999710083,-17.2074909210205,-21.6289196014404,-11.0605020523071,69984,-21.9704990386963,38880,-9.33726119995117,-7.88155078887939,-10.6525945663452,-7.83178615570068
12768,-39.555061340332,-38.6499443054199,-15.3827686309814,-16.0640735626221,-19.7460784912109,-11.6427412033081,70272,-21.8011627197266,39360,-9.50247383117676,-7.87075710296631,-10.6741781234741,-7.95630073547363
12864,-39.6010513305664,-38.8012466430664,-15.2421588897705,-15.5549478530884,-19.0496845245361,-10.9540510177612,70368,-21.7648754119873,39840,-8.7382116317749,-7.63745403289795,-10.5409488677979,-8.04870414733887
12960,-39.5325889587402,-38.828182220459,-14.5211448669434,-15.2103509902954,-18.1757946014404,-10.6790361404419,71520,-21.8651885986328,39936,-8.8677453994751,-7.56536245346069,-10.545352935791,-8.14964199066162
13056,-39.4125633239746,-38.6087799072266,-14.3074426651001,-14.4763031005859,-17.1992607116699,-10.4200048446655,73440,-20.3741264343262,40512,-9.13641834259033,-7.96579742431641,-10.647705078125,-8.25017642974854
13152,-39.4806175231934,-38.8548889160156,-14.3427858352661,-13.5114984512329,-16.5786075592041,-10.3994007110596,74496,-20.6389255523682,40608,-9.57526683807373,-7.97935962677002,-10.7827243804932,-8.17340183258057
13248,-39.6003074645996,-38.6570472717285,-14.1637420654297,-13.3777799606323,-15.9316329956055,-10.709490776062,74592,-20.7728786468506,40896,-10.6692390441895,-8.14652347564697,-10.9037704467773,-8.14424419403076
13344,-39.5682983398438,-38.5598030090332,-13.7402248382568,-13.3508739471436,-15.1533145904541,-10.9927539825439,75168,-20.4549427032471,40992,-10.4037084579468,-8.047532081604,-10.9407272338867,-8.24957752227783
13440,-39.5922088623047,-38.8015289306641,-13.7277679443359,-13.7920665740967,-14.3898010253906,-12.9850645065308,75744,-19.8721008300781,41376,-10.6206169128418,-8.36783885955811,-10.9724454879761,-8.27890872955322
13536,-39.4479179382324,-38.9146537780762,-12.9164247512817,-12.468243598938,-13.9567718505859,-13.115873336792,77280,-18.6900005340576,41856,-10.7576570510864,-8.66091823577881,-10.8187913894653,-8.20934677124023
13632,-39.4281044006348,-39.1804084777832,-12.8341579437256,-12.5361623764038,-13.8026523590088,-13.7012605667114,77376,-18.8318538665772,41952,-11.0022134780884,-8.80539131164551,-10.8759536743164,-8.38900756835938
13728,-39.3372573852539,-38.983268737793,-12.6522884368896,-12.5007181167603,-13.81276512146,-13.6160821914673,77568,-18.5055923461914,42048,-11.1067447662354,-8.97450065612793,-10.773868560791,-8.33061027526856
13824,-39.3047599792481,-39.1117553710938,-12.5174608230591,-12.482949256897,-13.5287961959839,-13.6091585159302,78720,-19.2198238372803,42240,-11.2039756774902,-9.18299674987793,-10.8189477920532,-8.41340065002441
13920,-39.1481170654297,-39.3423042297363,-12.522027015686,-12.9093360900879,-13.0857200622559,-13.4816970825195,79968,-18.8682460784912,42624,-11.3691654205322,-9.22138977050781,-10.8698596954346,-8.33266162872315
14016,-39.0388793945313,-39.3033447265625,-12.4835977554321,-12.9453001022339,-12.8074369430542,-13.6777124404907,80736,-17.899715423584,42720,-11.4130973815918,-9.2575273513794,-10.8792324066162,-8.33527183532715
14112,-39.2522659301758,-39.1194839477539,-12.0682983398438,-12.6224575042725,-12.5308980941772,-13.703088760376,81024,-18.3199672698975,42912,-11.4835948944092,-9.36653804779053,-10.8896980285645,-8.32977676391602
14208,-39.4424819946289,-39.1230201721191,-11.6458196640015,-11.8245878219605,-12.5697679519653,-13.6094436645508,82368,-18.5144844055176,43296,-10.4181442260742,-9.23247337341309,-10.7156047821045,-8.28754329681397
14304,-39.4134063720703,-38.9252624511719,-10.8192253112793,-11.366322517395,-12.6350011825562,-13.5767765045166,82848,-19.4223365783691,43488,-10.6332836151123,-9.27704429626465,-10.6759414672852,-8.17714977264404
14496,-39.5350227355957,-38.9939575195313,-9.52849006652832,-12.188627243042,-11.6629648208618,-13.360161781311,83232,-18.8409996032715,43872,-11.1998615264893,-9.45127773284912,-10.8611812591553,-8.2064847946167
14688,-39.7717475891113,-39.1531562805176,-10.222996711731,-12.9601783752441,-11.3678312301636,-13.5285558700562,83712,-17.5541839599609,44256,-10.9438619613647,-9.47822952270508,-10.648323059082,-8.12539958953857
14784,-39.7788276672363,-39.0232048034668,-9.99579524993897,-12.9486265182495,-11.5763969421387,-13.5453195571899,85152,-16.8386363983154,44352,-10.8308820724487,-9.52005004882813,-10.6363773345947,-8.35792350769043
14880,-39.7511444091797,-38.8893432617188,-10.015043258667,-13.2553634643555,-11.44455909729,-13.5049686431885,86208,-16.2436580657959,44736,-11.0859699249268,-9.43339443206787,-10.5102891921997,-8.31703758239746
14976,-39.760929107666,-38.8487396240234,-9.94493198394775,-13.2076101303101,-10.6969766616821,-13.5060014724731,86592,-15.4406280517578,44832,-11.0085983276367,-9.45902729034424,-10.41868019104,-8.32261466979981
15072,-39.8679046630859,-38.4761466979981,-9.82372283935547,-13.3465394973755,-10.4877367019653,-13.3645639419556,87264,-15.0854616165161,45024,-10.5990619659424,-9.43231201171875,-10.3790235519409,-8.38574028015137
15168,-39.7250099182129,-38.3567123413086,-11.0174493789673,-13.40940284729,-10.5560131072998,-12.223952293396,89376,-14.6482515335083,45216,-11.1037750244141,-9.59329032897949,-10.3448705673218,-8.24407863616943
15264,-39.8175048828125,-38.0981063842773,-10.9613885879517,-13.3288440704346,-10.4357213973999,-12.2053461074829,89568,-14.2486209869385,45600,-10.3528118133545,-9.96929359436035,-10.3981885910034,-8.18626308441162
15360,-39.7485084533691,-38.209644317627,-10.471022605896,-13.1271800994873,-10.0837631225586,-12.4360103607178,90528,-13.8475818634033,45696,-10.1975831985474,-9.89871692657471,-10.7949304580688,-8.08297443389893
15456,-39.508674621582,-38.3940925598145,-10.4927921295166,-13.1098327636719,-10.01291847229,-12.2455892562866,91200,-14.3971891403198,46176,-9.69614315032959,-9.59837436676025,-10.7312297821045,-7.99389362335205
15552,-39.7482414245606,-38.2149314880371,-10.7879066467285,-13.1038093566895,-10.0247278213501,-12.4571485519409,92544,-13.6461658477783,46272,-9.78307628631592,-9.47885799407959,-10.5854377746582,-7.99172067642212
15648,-39.744873046875,-38.5031051635742,-10.7610740661621,-12.7653303146362,-10.0664014816284,-12.4085674285889,94080,-12.1845264434814,46560,-10.0759515762329,-9.3921594619751,-10.5241861343384,-7.89259195327759
15744,-39.8489952087402,-38.6047782897949,-10.5447216033936,-11.9306898117065,-10.1098985671997,-12.0806932449341,94368,-11.7680511474609,46848,-10.0734214782715,-9.06503486633301,-10.4974279403687,-7.85603713989258
15840,-39.7355422973633,-38.5218887329102,-10.8464641571045,-11.3274974822998,-9.92902565002441,-10.012336730957,95520,-11.5771331787109,46944,-9.93630123138428,-9.18972969055176,-10.4422006607056,-7.89870262145996
15936,-39.7884140014648,-38.2183265686035,-10.8152732849121,-11.3625173568726,-9.97635459899902,-10.5224170684814,96000,-11.3902053833008,47040,-9.67605113983154,-9.14727592468262,-10.5778350830078,-7.93888902664185
16032,-39.8144035339356,-38.2139129638672,-10.847713470459,-11.1846351623535,-10.0095720291138,-9.80023384094238,96288,-11.1446266174316,47520,-9.9145097732544,-9.02229499816895,-10.6424760818481,-7.93161153793335
16128,-39.9726219177246,-38.5035591125488,-10.819787979126,-11.0574674606323,-10.1083707809448,-9.88961982727051,96480,-10.8886957168579,47904,-10.9415674209595,-8.60027980804443,-10.6535568237305,-7.90071105957031
16224,-40.0354881286621,-38.5938339233398,-10.8011636734009,-11.0460557937622,-10.0255012512207,-9.91386032104492,97536,-10.5250272750855,48384,-11.509575843811,-8.33235931396484,-10.5998306274414,-7.79030418395996
16320,-39.9919891357422,-38.7016448974609,-10.8339700698853,-10.6716575622559,-9.90245628356934,-10.0216684341431,98208,-10.0365896224976,48960,-12.0919418334961,-8.4434232711792,-10.4708547592163,-7.89302921295166
16416,-40.0377540588379,-38.8430709838867,-10.8710374832153,-10.3529005050659,-9.93401050567627,-9.63382625579834,98592,-9.68340969085693,49056,-11.9649429321289,-8.40772533416748,-10.3261365890503,-7.8781623840332
16512,-40.0860328674316,-39.0606269836426,-11.0741996765137,-10.3821268081665,-9.82728481292725,-9.39729881286621,98784,-9.41225147247315,49152,-12.1800012588501,-8.35355091094971,-10.3016986846924,-7.98474740982056
16608,-39.8705253601074,-39.2409515380859,-11.1252479553223,-10.3804483413696,-9.6649866104126,-9.49845409393311,99648,-9.19031047821045,49248,-12.6691789627075,-8.24053287506104,-10.2863931655884,-7.93475389480591
16704,-39.8416442871094,-39.3552169799805,-11.221981048584,-10.3115844726563,-9.59508228302002,-9.55717182159424,101472,-8.66534519195557,49344,-12.6137495040894,-7.99021625518799,-10.2221536636353,-7.95139980316162
16800,-39.6160011291504,-39.1272621154785,-11.1239624023438,-9.66406726837158,-9.49067497253418,-9.69758892059326,102816,-8.20609283447266,49440,-12.6549558639526,-7.88288164138794,-10.2290115356445,-7.96488857269287
16896,-39.6241645812988,-39.1583061218262,-11.165864944458,-9.53353977203369,-9.43721294403076,-9.70048046112061,102912,-8.06691646575928,49728,-12.1627035140991,-8.12597370147705,-10.0473127365112,-7.96457576751709
16992,-39.5576705932617,-39.2356910705566,-10.9321041107178,-8.79155349731445,-9.51718235015869,-9.55459117889404,103104,-7.84515523910523,49824,-12.2598810195923,-8.0788516998291,-10.028416633606,-7.94150257110596
17088,-39.3871955871582,-39.0495452880859,-10.1172790527344,-8.77758121490479,-9.568678855896,-9.38956069946289,103488,-7.65530490875244,49920,-12.1568164825439,-8.02521991729736,-10.1891918182373,-8.00805282592773
17184,-39.2918739318848,-39.0136642456055,-10.1735363006592,-8.66633605957031,-9.47423458099365,-9.40092849731445,104352,-7.52199029922485,51264,-10.726842880249,-9.87535762786865,-10.2746801376343,-7.90508794784546
17280,-39.4585266113281,-39.3440856933594,-10.1530847549438,-8.46779537200928,-9.49125480651856,-9.40754699707031,105504,-8.03855419158936,51360,-11.0380783081055,-10.0728387832642,-10.3618488311768,-7.94753313064575
17376,-39.4863662719727,-39.4451446533203,-10.0835514068604,-8.53990173339844,-9.53857421875,-9.36616134643555,105888,-8.36047458648682,51552,-11.4930696487427,-10.5260763168335,-10.1815061569214,-8.00104999542236
17472,-39.3167457580566,-39.5214080810547,-10.1317462921143,-8.25460433959961,-9.45768547058106,-9.41395473480225,106080,-8.6129674911499,51648,-11.4732418060303,-10.8804616928101,-10.0753412246704,-8.00329494476318
17568,-39.337459564209,-39.5569572448731,-8.96030616760254,-8.13522529602051,-9.48439025878906,-9.53032970428467,106368,-8.90858173370361,51744,-12.0071926116943,-11.0831346511841,-10.0172414779663,-8.10295391082764
17664,-39.0723762512207,-39.6966590881348,-8.95159244537354,-8.08809471130371,-9.64075565338135,-9.67757415771484,106560,-9.01509380340576,51936,-12.3072242736816,-11.3150014877319,-9.95841693878174,-8.11172580718994
17760,-39.1571807861328,-39.5207099914551,-8.95825386047363,-8.14693737030029,-9.39596080780029,-9.44145679473877,106752,-9.01106357574463,52128,-12.5207872390747,-11.0796642303467,-9.55210494995117,-8.26527214050293
17856,-39.1385154724121,-39.3011436462402,-8.87641716003418,-8.11014366149902,-9.18874835968018,-9.47220516204834,107712,-8.65546226501465,52320,-12.4789581298828,-11.2670478820801,-9.36506366729736,-8.30095767974854
17952,-39.2061653137207,-39.3219337463379,-8.48412418365479,-8.14742851257324,-9.20742511749268,-9.11378765106201,108096,-8.55674839019775,52512,-12.310583114624,-11.5323266983032,-9.18573665618897,-8.41142559051514
18144,-39.215274810791,-39.4572868347168,-8.47589015960693,-8.13239574432373,-8.91417407989502,-8.83367443084717,108768,-8.05457878112793,52608,-12.5130310058594,-11.5821657180786,-9.06974315643311,-8.40232086181641
18240,-39.1144180297852,-39.5936584472656,-8.02064990997315,-7.89686012268066,-8.82926273345947,-8.86249446868897,108960,-8.25922679901123,52896,-12.2353973388672,-11.2476739883423,-9.05960464477539,-8.37668991088867
18336,-39.1601524353027,-39.7477645874023,-8.4073429107666,-7.73078060150147,-8.57311820983887,-8.15635013580322,109440,-8.42013263702393,53088,-12.2054452896118,-11.8930940628052,-8.86832332611084,-8.34331512451172
18432,-39.0088920593262,-39.6270256042481,-8.49673938751221,-7.81492328643799,-8.54389953613281,-8.17147064208984,110112,-8.86601257324219,53376,-12.2647304534912,-11.7320051193237,-8.65639209747315,-8.24658679962158
18528,-38.8684387207031,-39.4750022888184,-8.56603050231934,-7.8721170425415,-8.27261829376221,-7.97737312316895,110592,-9.59048652648926,53472,-12.0903511047363,-12.0937700271606,-8.47497653961182,-8.29331398010254
18624,-38.8161277770996,-39.1256370544434,-8.66520404815674,-7.82600593566895,-8.19625282287598,-7.8966064453125,110688,-9.64667987823486,54048,-10.6449022293091,-11.2585906982422,-8.42668342590332,-8.3512134552002
18720,-38.8327369689941,-38.9794998168945,-8.93833923339844,-7.77845525741577,-8.22020149230957,-7.67111349105835,111840,-10.5901393890381,54144,-10.3925695419312,-11.1887016296387,-8.60941123962402,-8.38446712493897
18816,-38.6718635559082,-39.0697059631348,-8.88769149780273,-7.57257127761841,-8.29507541656494,-7.70807790756226,112800,-9.61849212646484,54240,-10.349175453186,-11.2950162887573,-8.65521049499512,-8.36880302429199
18912,-38.6814193725586,-38.8279151916504,-8.75375843048096,-7.48994302749634,-8.28721237182617,-7.78790760040283,112992,-9.57987689971924,54624,-10.5890645980835,-11.2033014297485,-8.62669563293457,-8.15050506591797
19008,-38.7217483520508,-38.7925109863281,-8.6540641784668,-7.50066614151001,-8.2844877243042,-7.6430196762085,113088,-9.54299736022949,54912,-11.1456155776978,-12.0794191360474,-8.71883010864258,-8.13659191131592
19104,-38.9039764404297,-39.0136871337891,-8.59425735473633,-7.54580068588257,-8.18161869049072,-7.6381459236145,113760,-9.42114639282227,55104,-10.8539009094238,-12.6168689727783,-8.71562099456787,-8.12084293365479
19200,-38.9324951171875,-39.1380348205566,-8.75544261932373,-7.44266414642334,-8.20294570922852,-7.5190544128418,114240,-8.45827293395996,55392,-10.7802896499634,-12.5591602325439,-8.55639839172363,-8.18389129638672
19296,-39.1426620483398,-39.1564979553223,-8.71481418609619,-7.59703588485718,-8.15931224822998,-7.54449892044067,114624,-8.57893562316895,55776,-10.7634143829346,-11.8114204406738,-8.53289699554443,-8.16394233703613
19488,-38.9065589904785,-39.2966461181641,-8.71592426300049,-7.61498498916626,-8.22408294677734,-7.69939470291138,114720,-8.46327495574951,56160,-12.7208738327026,-10.987398147583,-8.40647411346436,-8.04505729675293
19584,-38.616024017334,-39.5645980834961,-8.7950496673584,-7.56262445449829,-8.08886432647705,-7.65207672119141,115872,-8.67882633209229,56256,-12.8464822769165,-11.075382232666,-8.24705600738525,-7.97511959075928
19680,-38.677433013916,-39.4054794311523,-8.78732299804688,-7.5066442489624,-8.29606819152832,-7.69119739532471,116640,-8.7122688293457,56544,-12.4478025436401,-10.8153457641602,-8.12276458740234,-7.94220972061157
19776,-38.6583099365234,-39.1077003479004,-9.05965900421143,-7.40484762191773,-8.43357181549072,-7.77306604385376,117024,-8.33921623229981,56736,-13.0618715286255,-10.810715675354,-8.05645084381104,-7.77759456634522
19872,-38.6531524658203,-39.0909309387207,-9.10660362243652,-7.45942640304565,-8.48765850067139,-7.79205894470215,117504,-8.35279083251953,56832,-13.1128616333008,-10.8396778106689,-8.05285453796387,-7.81708240509033
19968,-38.6314544677734,-39.3870124816895,-8.95787620544434,-7.67931938171387,-8.45779323577881,-7.78735208511353,117696,-8.1884708404541,57120,-13.0814504623413,-10.8669214248657,-8.02057361602783,-7.80015277862549
20064,-38.7030029296875,-39.3725395202637,-8.95149326324463,-7.90711736679077,-8.79326629638672,-7.66576290130615,119520,-8.34783840179443,57312,-12.6038618087769,-9.70873069763184,-8.00416851043701,-7.77032470703125
20160,-38.5225715637207,-39.3952102661133,-9.48897743225098,-8.52055072784424,-9.61569786071777,-7.6980414390564,119712,-8.55303859710693,57504,-12.5357627868652,-8.96335983276367,-8.20324230194092,-7.73247385025024
20256,-38.6230583190918,-39.6435813903809,-10.8197259902954,-9.3494462966919,-10.4835786819458,-8.11612987518311,120192,-8.2594633102417,57600,-12.3110275268555,-8.90989780426025,-8.22139358520508,-7.79788303375244
20352,-38.5413093566895,-39.7121810913086,-11.9254398345947,-9.51265811920166,-11.22998046875,-8.45236968994141,120288,-8.24842548370361,57888,-13.0392284393311,-8.57489776611328,-8.48452949523926,-7.76692676544189
20448,-38.5481719970703,-39.6873435974121,-12.6007461547852,-9.68869781494141,-11.8828630447388,-9.46480846405029,120480,-8.02660179138184,57984,-13.2261352539063,-8.37471675872803,-8.49041652679443,-7.69570779800415
20544,-38.4916648864746,-39.7627296447754,-13.378623008728,-9.87810134887695,-12.6463203430176,-10.7436943054199,120768,-7.9510064125061,58464,-11.7058973312378,-8.40419101715088,-8.50076770782471,-7.8610405921936
20640,-38.4360580444336,-39.7235221862793,-14.3601160049438,-10.5705213546753,-13.7614660263062,-11.039158821106,121152,-7.9194655418396,58944,-12.0333013534546,-8.24342346191406,-8.45940017700195,-7.77997398376465
20736,-38.6463737487793,-39.718677520752,-14.2573490142822,-10.9455890655518,-14.3294792175293,-11.366626739502,121728,-8.41821098327637,59040,-11.5801286697388,-8.31302070617676,-8.53704929351807,-7.87257671356201
20832,-38.7288589477539,-39.9493637084961,-14.8381948471069,-11.5728397369385,-15.5347299575806,-12.1673345565796,122112,-8.4578275680542,59232,-11.2754850387573,-8.06009197235107,-8.53456974029541,-7.87551546096802
20928,-38.917423248291,-40.037899017334,-15.1639490127563,-12.3413047790527,-16.6047267913818,-12.3230657577515,122592,-8.77879619598389,59616,-11.5571432113647,-8.06449031829834,-8.60987377166748,-7.94592189788818
21024,-38.9785232543945,-40.2382049560547,-15.2264795303345,-12.6523113250732,-17.5917739868164,-12.7021598815918,123168,-9.06912899017334,59808,-11.4940452575684,-8.19596290588379,-8.57381725311279,-7.91241979598999
21120,-39.0744438171387,-40.1737174987793,-14.9227228164673,-13.1263570785522,-18.6325206756592,-13.178599357605,123456,-8.98042106628418,59904,-11.5150012969971,-8.25305652618408,-8.29137134552002,-7.86378622055054
